name,price,reviews,reviewScore,copiesSold,publishers,avg_publisher_copies,year,season,years_since_release,popularity,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy
Divinity II: Developer's Cut,19.99,4364,84,253220,"Larian Studios, Focus Home Interactive",253220.0,2012,Fall,12,2,0,0,0,0,0,0,0,1,0,0,0,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,19.99,3107,89,152016,BANDAI NAMCO Entertainment,548805.9117647059,2017,Summer,7,1,1,1,0,0,0,0,0,0,0,0,0,1
Gensokyo Night Festival,12.99,4249,84,138721,"WSS playground, PLAYISM",210855.0,2019,Fall,5,1,1,0,1,1,0,1,0,0,0,0,0,0
Refind Self: The Personality Test Game,7.99,1965,87,173848,PLAYISM,246361.08333333334,2023,Fall,1,2,0,1,1,0,0,1,0,0,0,0,0,0
THE 4 SINS,9.99,3587,24,156926,Gamera Games,562142.7272727273,2024,Summer,0,1,0,1,0,0,0,1,0,1,0,0,0,1
Reigns,2.99,7553,88,748534,Devolver Digital,766832.0655737704,2016,Summer,8,4,0,1,0,0,0,1,0,1,0,1,0,0
Zoo Tycoon: Ultimate Animal Collection,19.99,1720,63,106892,Xbox Game Studios,1525461.4473684211,2018,Fall,6,1,0,0,0,0,0,0,0,0,0,1,0,0
BlazBlue: Continuum Shift Extend,19.99,1504,90,103626,"H2 Interactive Co., Ltd.",248188.5,2014,Winter,10,1,1,0,0,0,0,0,0,0,0,0,0,0
Slasher's Keep,13.99,1986,85,110168,Damian Schloter,110168.0,2020,Fall,4,1,1,0,0,0,0,1,0,1,0,0,0,0
The Song of Saya,14.99,5266,92,151247,"JAST USA, Kagura Games (Chinese Localization)",151247.0,2019,Summer,5,1,0,1,0,0,0,0,0,0,0,1,0,0
CULTIC,9.99,5562,99,140299,3D Realms,161027.5,2022,Fall,2,1,1,0,0,0,0,1,0,0,0,0,0,0
The friends of Ringo Ishikawa,14.99,2302,89,156897,yeo,156897.0,2018,Spring,6,1,1,1,0,0,0,1,0,1,0,0,0,0
Farmer Against Potatoes Idle,0.0,5384,96,466491,Oni Gaming,466491.0,2022,Summer,2,3,0,0,1,1,1,1,0,1,0,1,0,0
Just Go,9.99,2478,94,175319,Studio Amateur,175319.0,2022,Summer,2,2,0,0,1,0,0,1,0,0,0,1,0,1
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,14.99,2526,90,181523,SNK CORPORATION,282794.8,2014,Winter,10,2,1,0,0,0,0,0,0,0,0,0,0,0
Nation Red,2.99,2696,88,323101,DiezelPower,323101.0,2009,Fall,15,3,1,0,0,0,0,1,0,0,0,0,0,0
Vampire: The Masquerade - Coteries of New York,19.99,2542,73,105513,Dear Villagers,125429.0,2019,Winter,5,1,0,0,0,0,0,1,0,0,0,0,0,0
小白兔电商~Bunny e-Shop,10.99,9736,95,189645,NVLMaker,173334.66666666666,2021,Fall,3,2,0,1,0,0,0,1,0,0,0,1,0,0
GRANDIA II HD Remaster,19.99,2217,87,102273,"GungHo Online Entertainment America, Inc.",316526.5,2015,Summer,9,1,0,1,0,0,0,0,0,1,0,0,0,0
雀姬/姫麻雀,0.0,2687,56,286524,Smile Tech,286524.0,2019,Summer,5,2,0,0,1,1,1,0,0,1,0,0,0,1
No Time to Relax,13.99,1436,93,149292,Porcelain Fortress,149292.0,2019,Summer,5,1,0,0,1,0,0,1,0,0,0,1,0,1
Yog-Sothoth’s Yard,10.99,5916,94,154548,Bone Nail,154548.0,2023,Fall,1,1,0,0,0,0,0,1,0,1,0,1,0,0
Plan B: Terraform,13.99,2056,92,129394,Gaddy Games,182414.0,2023,Winter,1,1,0,0,0,1,0,1,0,0,0,1,0,1
WILL: A Wonderful World / WILL：美好世界,14.99,5215,93,106753,"WMY Studio, PLAYISM",106753.0,2017,Summer,7,1,0,1,1,0,0,1,0,0,0,0,0,0
KinitoPET,5.99,7825,94,217795,troy_en,217795.0,2024,Winter,0,2,0,0,1,0,0,1,0,0,0,1,0,0
Rebuild 3: Gangs of Deadsville,14.99,1816,86,112673,Northway Games,112673.0,2015,Spring,9,1,0,0,0,0,0,1,0,1,0,1,0,1
Assassin’s Creed® Chronicles: China,9.99,3301,74,230410,Ubisoft Entertainment,1143992.4,2015,Spring,9,2,1,1,0,0,0,0,0,0,0,0,0,0
DEAD OR SCHOOL,24.99,2666,85,120095,Studio Nanafushi,120095.0,2019,Summer,5,1,1,0,0,0,0,1,0,1,0,0,0,0
Dreams of Desire: Definitive Edition,13.99,1218,80,113317,Lewdlab,113317.0,2021,Fall,3,1,0,0,1,0,0,1,0,0,0,0,0,0
Solar 2,9.99,2061,91,219451,Murudai,219451.0,2011,Summer,13,2,1,1,1,0,0,1,0,0,0,1,0,0
Call of the Sea,19.99,4063,90,110976,Raw Fury,606066.2666666667,2020,Winter,4,1,0,1,1,0,0,1,0,0,0,0,0,0
Sayonara Wild Hearts,12.99,7516,97,139817,Annapurna Interactive,657660.5714285715,2019,Winter,5,1,1,0,1,0,0,0,0,0,0,0,0,0
MILFs of Sunville - Season 1,9.99,2467,91,173201,L7team,173201.0,2023,Summer,1,2,0,0,0,0,0,1,0,1,0,0,0,0
Sniper: Ghost Warrior,7.99,7512,58,289320,CI Games,588348.6666666666,2011,Fall,13,3,1,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider: Underworld,8.99,5374,77,345408,Crystal Dynamics,294059.625,2008,Fall,16,3,1,1,0,0,0,0,0,0,0,0,0,0
"Cook, Serve, Delicious! 2!!",12.99,2793,89,128816,Vertigo Gaming Inc.,235905.0,2017,Fall,7,1,1,0,0,0,0,1,0,0,0,1,0,1
AER Memories of Old,14.99,6660,86,242024,Daedalic Entertainment,358465.77142857143,2017,Fall,7,2,0,1,0,0,0,1,0,0,0,0,0,0
Overdungeon,14.99,2994,80,129104,Pocketpair,498991.0,2019,Summer,5,1,1,1,1,0,0,1,0,1,0,0,0,1
Chillquarium,5.99,4750,94,241189,Ben Reber,241189.0,2023,Fall,1,2,0,0,1,0,0,0,0,0,0,1,0,0
killer7,19.99,2578,96,116595,"NIS America, Inc.",191022.5,2018,Fall,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Salt,14.99,2209,77,143550,Lavaboots Studios,143550.0,2018,Winter,6,1,1,1,0,0,0,1,0,1,0,0,0,0
STAR WARS™ Battlefront,19.99,4183,78,192125,Electronic Arts,1221779.0483870967,2020,Summer,4,2,1,1,0,0,0,0,0,0,0,0,0,1
Patch Quest,14.99,2106,94,111454,Curve Games,1381695.9285714286,2023,Spring,1,1,1,1,0,0,0,1,0,0,0,0,0,0
Tiny and Big: Grandpa's Leftovers,11.99,4057,92,361425,Black Pants Studio,361425.0,2012,Summer,12,3,0,0,0,0,0,1,0,0,0,0,0,0
Monstrum,17.99,3052,91,167081,Junkfish Limited,167081.0,2015,Spring,9,2,0,0,0,0,0,1,0,0,0,0,0,0
TY the Tasmanian Tiger,14.99,2431,98,109679,Krome Studios,109679.0,2016,Winter,8,1,1,1,0,0,0,1,0,0,0,0,0,0
If My Heart Had Wings,14.99,4414,92,235904,MoeNovel,235904.0,2014,Fall,10,2,0,1,1,0,0,0,0,0,0,1,0,0
Lonely Mountains: Downhill,19.99,2212,92,108524,Megagon Industries,108524.0,2019,Fall,5,1,1,0,0,0,0,1,0,0,1,1,1,0
Deathtrap,19.99,2021,84,132453,NeocoreGames,352146.71428571426,2015,Winter,9,1,1,1,0,0,0,1,0,1,0,0,0,1
Exit the Gungeon,9.99,3114,77,176522,Devolver Digital,766832.0655737704,2020,Spring,4,2,1,1,0,0,0,1,0,0,0,0,0,0
Omerta - City of Gangsters,14.99,2242,66,176488,Kalypso Media Digital,485235.71428571426,2013,Winter,11,2,0,0,0,0,0,0,0,0,0,1,0,1
Wish,2.99,3126,90,462151,Momentum Games,391876.0,2020,Spring,4,3,1,1,1,0,0,1,0,0,0,0,0,0
Assemble with Care,7.99,5749,91,244869,ustwo games,162660.33333333334,2020,Spring,4,2,0,0,1,0,0,1,0,0,0,0,0,0
Junkyard Simulator,19.99,1499,59,107126,PlayWay S.A.,760242.875,2021,Fall,3,1,0,0,0,1,0,1,0,0,0,1,0,1
Deadly Premonition: The Director's Cut,24.99,4044,67,199803,Rising Star Games,199803.0,2013,Fall,11,2,1,1,0,0,0,0,0,0,0,0,0,0
Observation,24.99,4250,79,102330,Devolver Digital,766832.0655737704,2020,Spring,4,1,0,1,0,0,0,1,0,0,0,0,0,0
Unravel,19.99,4275,91,271557,Electronic Arts,1221779.0483870967,2020,Summer,4,2,1,1,0,0,0,0,0,0,0,0,0,0
Turok,19.99,3218,94,126504,Nightdive Studios,184247.33333333334,2015,Winter,9,1,1,1,0,0,0,0,0,0,0,0,0,0
Kona,14.99,3093,83,116867,"Parabole, Ravenscourt",116867.0,2017,Spring,7,1,0,1,0,0,0,1,0,0,0,0,0,0
FINAL FANTASY II,11.99,2046,79,111822,Square Enix,733116.220338983,2021,Summer,3,1,0,0,0,0,0,0,0,1,0,0,0,0
Spaceflight Simulator,11.99,4802,96,143092,Stefo Mai Morojna,143092.0,2022,Winter,2,1,0,0,0,1,0,1,0,0,0,1,0,0
Max Payne 2: The Fall of Max Payne,9.99,8932,95,237425,Rockstar Games,1577840.2307692308,2008,Winter,16,2,1,0,0,0,0,0,0,0,0,0,0,0
Wytchwood,19.99,2837,93,107963,Alientrap,186217.33333333334,2021,Winter,3,1,0,1,1,0,0,1,0,1,0,0,0,0
Insaniquarium Deluxe,4.99,4942,97,405690,"PopCap Games, Inc., Electronic Arts",1358930.857142857,2006,Summer,18,3,0,0,1,0,0,0,0,0,0,0,0,0
末日战姬-二次元.策略.卡牌.游戏,0.0,1821,83,100575,TISU LIMITED,100575.0,2023,Fall,1,1,0,0,1,0,1,0,0,1,0,0,0,1
GemCraft - Chasing Shadows,9.99,3767,96,242099,Armor Games Studios,326173.3333333333,2015,Spring,9,2,1,0,0,0,0,1,0,0,0,0,0,1
Agrou,4.99,2572,89,165568,Wankil Studio,165568.0,2020,Summer,4,2,0,0,1,0,0,1,0,0,0,0,0,1
Absolute Drift,11.99,2846,89,178123,Funselektor Labs Inc.,159779.5,2015,Summer,9,2,1,0,1,0,0,1,0,0,1,1,1,0
Railbound,12.99,1328,96,122754,Afterburn,122754.0,2022,Fall,2,1,0,0,1,0,0,1,0,0,0,0,0,0
Apotheon,14.99,3548,90,199569,Alientrap,186217.33333333334,2015,Winter,9,2,1,1,0,0,0,1,0,1,0,0,0,0
Circle Empires Rivals,15.99,1592,90,124839,Iceberg Interactive,216459.77777777778,2020,Spring,4,1,0,0,1,0,0,1,0,0,0,0,0,1
Abyss Odyssey,14.99,2463,63,155381,SEGA,613598.4303797468,2014,Summer,10,1,1,1,0,0,0,1,0,0,0,0,0,0
Guacamelee! 2,19.99,2854,91,103860,DrinkBox Studios,228610.0,2018,Summer,6,1,1,1,0,0,0,1,0,0,0,0,0,0
Z1 Battle Royale,0.0,205268,56,14856062,Daybreak Game Company,4082585.0,2018,Winter,6,4,1,1,0,0,1,0,1,0,0,0,0,0
Men of War: Assault Squad,9.99,4612,88,393719,Fulqrum Publishing,379829.0,2011,Winter,13,3,0,0,0,0,0,0,0,0,0,0,0,1
Devil Daggers,9.99,8293,95,322198,Sorath,212360.5,2016,Winter,8,3,1,0,0,0,0,1,0,0,0,0,0,0
Boo Men,7.99,2099,88,160369,Twisted Corridor 👻,160369.0,2022,Fall,2,2,1,0,0,1,0,1,0,0,0,0,0,0
Spirit of the North,19.99,3520,87,158619,Merge Games,137865.0,2020,Spring,4,1,0,1,1,0,0,1,0,0,0,0,0,0
"STAR WARS™ Dark Forces (Classic, 1995)",5.99,2738,90,311935,"LucasArts, Lucasfilm, Disney",516863.875,2009,Fall,15,3,1,0,0,0,0,0,0,0,0,0,0,0
SteamWorld Dig 2,19.99,6191,96,135165,Image & Form Games,250913.66666666666,2017,Fall,7,1,1,1,0,0,0,1,0,0,0,0,0,0
Sacred 2 Gold,14.99,3116,76,145195,THQ Nordic,419189.89130434784,2012,Winter,12,1,0,0,0,0,0,0,0,1,0,0,0,0
FlowScape,14.99,1270,85,112768,Pixel Forest Games,112768.0,2019,Summer,5,1,0,0,1,0,0,1,0,0,0,1,0,0
DreadOut,14.99,4944,76,255779,Digital Happiness,255779.0,2014,Spring,10,2,0,1,0,0,0,1,0,0,0,0,0,0
DeadPoly,9.99,4589,78,162453,TFL Games,162453.0,2022,Winter,2,2,1,1,1,1,0,0,1,0,0,0,0,0
Gnomoria,14.99,3484,76,265668,Robotronic Games,265668.0,2016,Winter,8,2,0,0,0,0,0,1,0,0,0,1,0,1
Worms Ultimate Mayhem,14.99,5230,88,218440,Team17 Digital Ltd,429878.0,2011,Fall,13,2,0,0,0,0,0,0,0,0,0,0,0,1
Fight The Dragon,9.99,1333,79,128445,3 Sprockets,128445.0,2014,Winter,10,1,0,0,0,0,0,1,0,1,0,0,0,0
My Free Zoo,0.0,597,62,133814,upjers,126851.33333333333,2017,Fall,7,1,0,0,1,0,1,0,0,0,0,1,0,0
Nidhogg 2,14.99,1134,82,122211,Messhof,418691.5,2017,Summer,7,1,1,0,1,0,0,1,0,0,0,0,0,0
Rebirth:Mr Wang,3.99,3084,81,353037,DSGame,348164.1818181818,2020,Fall,4,3,0,0,1,0,0,1,0,1,0,0,0,0
Expeditions: Conquistador,19.99,1447,79,120914,THQ Nordic,419189.89130434784,2013,Spring,11,1,0,0,0,0,0,1,0,1,0,0,0,1
Bounty of One,6.99,2231,89,235033,OptizOnion,235033.0,2023,Fall,1,2,1,0,1,0,0,1,0,1,0,0,0,0
The Elder Scrolls®: Legends™,0.0,10624,74,1113015,Bethesda Softworks,1513561.1956521738,2017,Spring,7,4,0,0,0,0,1,0,0,0,0,0,0,0
Overlord™: Raising Hell,9.99,2015,93,232676,"Codemasters, Electronic Arts",446809.3333333333,2008,Winter,16,2,0,0,0,0,0,0,0,1,0,0,0,0
Zeno Clash,9.99,2863,86,286651,ACE Team,286651.0,2009,Spring,15,2,1,0,0,0,0,1,0,0,0,0,0,0
Sakura Angels,9.99,2168,83,222675,Winged Cloud,401689.8,2015,Winter,9,2,0,0,1,0,0,1,0,0,0,0,0,0
Mount & Blade,9.99,6034,92,280092,TaleWorlds Entertainment,2193177.3333333335,2008,Fall,16,2,0,0,0,0,0,1,0,1,0,0,0,0
Exo One,16.99,4002,90,119995,"Future Friends Games, Exbleative",119995.0,2021,Fall,3,1,0,1,1,0,0,1,0,0,0,1,0,0
System Shock 2,9.99,7007,95,320370,Nightdive Studios,184247.33333333334,2013,Spring,11,3,1,0,0,0,0,0,0,1,0,0,0,0
Horizon Chase Turbo,19.99,5228,94,111907,AQUIRIS,111907.0,2018,Spring,6,1,1,0,1,0,0,1,0,0,1,0,1,0
Heliborne Collection,29.99,3717,74,112622,Klabater,112622.0,2017,Fall,7,1,1,0,0,0,0,1,1,0,0,0,0,0
Dungeon Siege III,14.99,2716,58,202483,Square Enix,733116.220338983,2011,Summer,13,2,1,0,0,0,0,0,0,1,0,0,0,0
The Bard's Tale Trilogy,14.99,1276,95,102650,inXile Entertainment,294187.5,2018,Summer,6,1,0,0,0,0,0,0,0,1,0,0,0,0
Class of '09,9.99,3992,96,143558,SBN3,143558.0,2021,Summer,3,1,0,0,1,0,0,1,0,1,0,1,0,0
The Room Two,4.99,17859,98,664229,Fireproof Games,649540.5,2016,Summer,8,3,0,1,0,0,0,1,0,0,0,0,0,0
World of Goo,14.99,5546,94,246295,2D BOY,246295.0,2008,Fall,16,2,0,0,0,0,0,1,0,0,0,0,0,0
STAR WARS™: The Clone Wars - Republic Heroes™,19.99,815,49,104101,"LucasArts, Lucasfilm, Disney",516863.875,2009,Fall,15,1,1,0,0,0,0,0,0,0,0,0,0,0
"Warhammer® 40,000: Dawn of War® - Dark Crusade",12.99,7714,97,250729,SEGA,613598.4303797468,2014,Spring,10,2,0,0,0,0,0,0,0,0,0,0,0,1
Men of War™,4.99,3243,90,309172,Fulqrum Publishing,379829.0,2009,Spring,15,3,0,0,0,0,0,0,0,0,0,0,0,1
Snakeybus,9.99,2149,93,136924,"Stovetop, LLC",136924.0,2019,Spring,5,1,1,0,1,0,0,1,0,0,0,0,0,0
Welcome to the Game II,9.99,2726,86,172281,Reflect Studios,165852.5,2018,Spring,6,2,0,0,0,0,0,1,0,0,0,1,0,1
F.E.A.R.,54.99,13883,94,243923,"Warner Bros. Games, Warner Bros. Interactive Entertainment",1593582.6666666667,2012,Summer,12,2,1,0,0,0,0,0,0,0,0,0,0,0
Dungeons of Sundaria,14.99,1752,76,111422,Industry Games,111422.0,2023,Winter,1,1,1,1,0,0,0,1,0,1,0,0,0,0
Lovers in a Dangerous Spacetime,14.99,3586,93,145827,Asteroid Base,145827.0,2015,Fall,9,1,1,0,0,0,0,1,0,0,0,1,0,0
WRC 7 FIA World Rally Championship,19.99,7645,78,352202,Nacon,267172.9166666667,2017,Fall,7,3,0,0,0,0,0,0,0,0,1,0,0,0
La-Mulana,14.99,2309,80,222191,PLAYISM,246361.08333333334,2013,Spring,11,2,1,1,0,0,0,1,0,0,0,0,0,0
Marco & The Galaxy Dragon,19.99,6127,98,111961,Shiravune,111961.0,2020,Winter,4,1,0,1,1,0,0,0,0,0,0,1,0,0
Gothic® 3,9.99,9833,82,267872,THQ Nordic,419189.89130434784,2009,Winter,15,2,1,0,0,0,0,0,0,1,0,0,0,0
Bloodstained: Curse of the Moon,9.99,3924,95,153880,"INTI CREATES CO., LTD.",153880.0,2018,Spring,6,1,1,0,0,0,0,0,0,0,0,0,0,0
Organ Trail: Director's Cut,4.99,2958,88,342151,The Men Who Wear Many Hats,244280.0,2013,Spring,11,3,0,0,0,0,0,1,0,0,0,0,0,1
HUNTDOWN,19.99,3045,95,128164,Coffee Stain Publishing,712122.7777777778,2021,Spring,3,1,1,0,0,0,0,1,0,0,0,0,0,0
Changed,4.99,13833,88,257884,DragonSnow,257884.0,2018,Spring,6,2,0,1,0,0,0,1,0,1,0,0,0,0
Seasons after Fall,9.99,2846,81,154127,Focus Entertainment,541846.2352941176,2016,Fall,8,1,0,1,0,0,0,1,0,0,0,0,0,0
HYPER DEMON,14.99,2237,95,102523,Sorath,212360.5,2022,Fall,2,1,1,0,0,0,0,1,0,0,0,0,0,0
DOOM 64,4.99,6326,94,445413,Bethesda Softworks,1513561.1956521738,2020,Spring,4,3,1,0,0,0,0,0,0,0,0,0,0,0
Hard Reset Extended Edition,14.99,4630,82,365602,Good Shepherd Entertainment,346620.8333333333,2012,Summer,12,3,1,0,0,0,0,1,0,0,0,0,0,0
PIPE by BMX Streets,9.99,5995,93,116429,Mash Games,116429.0,2018,Spring,6,1,0,0,0,0,0,1,0,0,0,1,1,0
Sid Meier's Railroads!,9.99,2953,71,212046,"2K, Feral Interactive (Mac)",1702164.0,2007,Spring,17,2,0,0,0,0,0,0,0,0,0,0,0,1
Infested Planet,14.99,2824,94,215772,Rocket Bear Games,215772.0,2014,Spring,10,2,1,0,0,0,0,1,0,0,0,0,0,1
Daymare: 1998,29.99,3291,71,112774,"Destructive Creations, All in! Games",112774.0,2019,Fall,5,1,1,1,0,0,0,1,0,0,0,0,0,0
The Bridge,9.99,4158,87,378847,The Quantum Astrophysicists Guild,378847.0,2013,Winter,11,3,0,1,1,0,0,1,0,0,0,0,0,1
Mars: War Logs,4.99,2664,75,202324,Focus Entertainment,541846.2352941176,2013,Spring,11,2,1,0,0,0,0,0,0,1,0,0,0,0
Spirit City: Lofi Sessions,11.99,4367,97,112491,Mooncube Games,112491.0,2024,Spring,0,1,0,0,1,0,0,1,0,0,0,1,0,0
Angry Video Game Nerd Adventures,4.99,3106,88,148225,Retroware,148225.0,2013,Fall,11,1,1,1,0,0,0,1,0,0,0,0,0,0
Cortex Command,19.99,5864,72,171304,"Data Realms, LLC",171304.0,2012,Fall,12,2,1,0,0,0,0,1,0,0,0,0,0,1
Eador. Masters of the Broken World,19.99,2648,68,166551,Snowbird Games,166551.0,2013,Spring,11,2,0,0,0,0,0,1,0,1,0,0,0,1
Our End of the World,9.99,4457,80,169873,NVLMaker,173334.66666666666,2017,Fall,7,2,0,1,0,0,0,1,0,0,0,1,0,0
Edna & Harvey: Harvey's New Eyes,29.99,2885,89,220642,Daedalic Entertainment,358465.77142857143,2012,Fall,12,2,0,1,0,0,0,1,0,0,0,0,0,0
Postal III,5.99,3921,44,174603,Akella,174603.0,2012,Winter,12,2,1,0,0,0,0,0,0,0,0,0,0,0
Death Coming/死神来了,6.99,3190,90,314752,NEXT Studios,314752.0,2017,Fall,7,3,0,1,1,0,0,1,0,0,0,0,0,1
Feign,4.99,3585,90,341858,Teneke Kafalar,229414.5,2021,Fall,3,3,0,0,1,1,0,0,0,1,0,0,0,1
Accounting+,11.99,907,75,121316,Crows Crows Crows,443859.5,2018,Fall,6,1,1,1,1,0,0,1,0,0,0,1,0,0
Jotun: Valhalla Edition,14.99,8203,78,158860,Thunder Lotus Games,500623.3333333333,2015,Fall,9,2,1,1,0,0,0,1,0,0,0,0,0,0
The Dark Eye: Chains of Satinav,19.99,2200,87,184958,Daedalic Entertainment,358465.77142857143,2012,Summer,12,2,0,1,0,0,0,1,0,0,0,0,0,0
Day of the Tentacle Remastered,14.99,4056,97,145440,Double Fine Productions,297488.6,2016,Spring,8,1,0,1,0,0,0,0,0,0,0,0,0,0
Retro City Rampage™ DX,14.99,2331,88,245101,"Vblank Entertainment, Inc.",245101.0,2014,Fall,10,2,1,1,0,0,0,1,0,0,1,0,0,0
Noobs Want to Live,4.99,4429,91,292915,Lightning Games,219426.33333333334,2023,Winter,1,3,1,1,1,0,0,1,0,0,0,0,0,0
Party Hard 2,19.99,2497,80,108054,tinyBuild,502019.1621621622,2018,Fall,6,1,1,1,0,0,0,1,0,0,0,1,0,1
Gods Will Be Watching,9.99,2773,71,256027,Devolver Digital,766832.0655737704,2014,Summer,10,2,0,1,0,0,0,1,0,0,0,0,0,0
Yi Xian: The Cultivation Card Game,0.0,5135,76,247535,Gamera Games,562142.7272727273,2024,Winter,0,2,0,0,1,0,1,1,0,0,0,0,0,1
Ben and Ed,9.99,3303,82,222860,Sluggerfly,226778.5,2015,Winter,9,2,1,1,0,0,0,1,0,0,0,0,0,0
Heretic's Fork,9.99,2384,88,125319,Ravenage Games,125319.0,2023,Fall,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Galaxy on Fire 2™ Full HD,7.99,2010,76,128597,bitComposer Games,128597.0,2012,Summer,12,1,1,0,0,0,0,1,0,0,0,1,0,1
Melody's Escape,9.99,4785,93,202439,Icetesy,202439.0,2016,Spring,8,2,0,0,0,0,0,1,0,0,0,0,0,0
Granny Simulator,4.99,4685,91,278744,Nick Kestle,278744.0,2019,Spring,5,2,0,0,1,1,0,1,0,0,0,1,0,0
Fear Therapy,4.99,3997,69,338335,Black Flag Studios,338335.0,2021,Winter,3,3,0,0,0,1,0,1,0,0,0,0,0,0
Caster,1.99,3988,79,421814,Elecorn,421814.0,2009,Spring,15,3,1,1,1,0,0,1,0,1,0,0,0,1
Poker Championship,0.0,2132,81,261711,BBstudio Inc.,254347.5,2019,Fall,5,2,0,0,0,0,1,1,1,0,0,0,1,0
Iron Lung,7.99,7097,93,185293,David Szymanski,174344.0,2022,Spring,2,2,0,1,0,0,0,1,0,0,0,1,0,0
Tap Ninja - Idle game,0.0,7519,87,660535,Broken Glass,660535.0,2022,Spring,2,3,1,0,1,0,1,1,0,1,0,0,0,0
Fun with Ragdolls: The Game,14.99,4341,87,112271,Fun & Simple,112271.0,2019,Fall,5,1,1,0,0,0,0,1,0,0,0,1,0,0
Oddworld: Stranger's Wrath HD,9.99,1450,87,200251,Oddworld Inhabitants,182642.5,2010,Winter,14,2,1,1,0,0,0,0,0,0,0,0,0,1
The Dark Eye: Memoria,19.99,2210,90,179695,Daedalic Entertainment,358465.77142857143,2013,Summer,11,2,0,1,0,0,0,1,0,0,0,0,0,0
Force of Nature 2: Ghost Keeper,15.99,1922,82,106284,Crytivo,199767.5,2021,Spring,3,1,1,1,0,0,0,1,0,1,0,0,0,1
Lucius II,19.99,2067,61,158600,Shiver Games,446692.0,2015,Winter,9,1,1,1,0,0,0,1,0,0,0,1,0,0
Sacred Gold,9.99,3711,85,269445,THQ Nordic,419189.89130434784,2008,Summer,16,2,1,0,0,0,0,0,0,1,0,0,0,0
Reventure,7.99,8288,95,322359,Pixelatto,227656.5,2019,Summer,5,3,0,1,0,0,0,1,0,0,0,0,0,0
Giana Sisters: Twisted Dreams,14.99,1815,78,142651,"HandyGames, Black Forest Games",142651.0,2012,Fall,12,1,1,0,0,0,0,1,0,0,0,0,0,0
Overlord II,9.99,4248,89,220248,"Codemasters, Electronic Arts",446809.3333333333,2009,Summer,15,2,0,0,0,0,0,0,0,1,0,0,0,0
Hitman 2: Silent Assassin,8.99,3405,84,296616,Io-Interactive A/S,1141460.75,2007,Spring,17,3,1,0,0,0,0,0,0,0,0,0,0,0
Tales of Maj'Eyal,6.99,6090,96,286972,Netcore Games,286972.0,2016,Winter,8,2,0,1,0,0,0,1,0,1,0,0,0,0
Home Behind,5.99,5676,85,353673,TPP Studio,288266.0,2016,Summer,8,3,0,1,1,0,0,1,0,1,0,1,0,1
Prince of Persia®,9.99,2929,79,205672,Ubisoft,914871.4875,2008,Winter,16,2,1,1,0,0,0,0,0,0,0,0,0,0
Convoy,14.99,1383,79,126843,Indietopia Games,126843.0,2015,Spring,9,1,1,1,0,0,0,1,0,1,0,0,0,1
Fears to Fathom - Ironbark Lookout,9.99,3030,93,166451,Rayll Studios,166451.0,2023,Fall,1,2,0,1,1,0,0,1,0,0,0,0,0,0
Eldritch,14.99,2122,88,234599,Minor Key Games,396957.0,2013,Fall,11,2,1,1,0,0,0,1,0,1,0,0,0,0
"Warhammer® 40,000: Dawn of War® II Chaos Rising",19.99,3072,91,104724,"SEGA, Feral Interactive (Mac/Linux)",504504.3333333333,2010,Spring,14,1,0,0,0,0,0,0,0,0,0,0,0,1
Unnamed Space Idle,0.0,1590,94,117510,Jdog Corp,117510.0,2023,Summer,1,1,0,0,1,1,1,0,0,0,0,1,0,0
TIS-100,6.99,3667,97,227471,Zachtronics,197132.0,2015,Summer,9,2,0,0,0,0,0,1,0,0,0,1,0,0
Boneraiser Minions,4.99,4527,97,231863,caiysware,231863.0,2023,Spring,1,2,1,0,1,0,0,1,0,1,0,0,0,0
Galaxy Life,0.0,7391,91,342836,Phoenix Network,342836.0,2022,Summer,2,3,0,0,0,0,1,0,0,0,0,0,0,1
Tricolour Lovestory,1.99,27050,83,1201674,SakuraGame,339485.14285714284,2017,Fall,7,4,0,1,1,0,0,1,0,0,0,0,0,0
Fight Angel Special Edition,19.99,1573,77,136395,Red Fox,136395.0,2019,Winter,5,1,1,0,0,0,0,0,0,0,0,1,0,0
realMyst: Masterpiece Edition,17.99,1418,89,104193,Cyan Worlds Inc,104193.0,2014,Winter,10,1,0,1,0,0,0,1,0,0,0,0,0,0
The Guild II Renaissance,9.99,3740,83,247320,THQ Nordic,419189.89130434784,2010,Summer,14,2,0,0,0,0,0,0,0,0,0,1,0,1
Space Rangers HD: A War Apart,14.99,6025,95,257109,Fulqrum Publishing,379829.0,2013,Fall,11,2,1,1,0,0,0,0,0,1,0,1,0,1
Cube Escape: Paradox,0.0,9457,98,917744,Rusty Lake,495047.4285714286,2018,Fall,6,4,0,1,0,0,1,1,0,0,0,0,0,0
Half-Life Deathmatch: Source,9.99,3770,74,234857,Valve,2727962.84,2006,Spring,18,2,1,0,0,0,0,0,0,0,0,0,0,0
HIVESWAP: ACT 1,7.99,3842,93,144034,"What Pumpkin Games, Inc.",144034.0,2017,Fall,7,1,0,1,0,0,0,1,0,1,0,0,0,0
